
File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Slash\Proyectos\CastlevaniaRL\src\crl\Main.java584,509,377,47,61,2,14,32,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Action.java293,250,162,66,43,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\ActionFactory.java27,18,14,2,9,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Attack.java391,335,240,86,49,0,7,23,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\BeamProjectileSkill.java159,141,110,30,14,0,4,15,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Dive.java49,43,34,9,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Drop.java25,20,15,3,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Equip.java84,75,55,19,9,1,0,1,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\FusionSpirits.java97,85,70,13,10,0,2,11,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Get.java41,31,26,3,8,0,2,7,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\HeartAction.java39,28,22,4,6,0,5,18,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Jump.java168,152,119,36,13,0,3,14,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\MorphAction.java30,25,21,3,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\ProjectileSkill.java200,160,122,35,32,0,8,23,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Reload.java64,59,43,15,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\SwitchWeapons.java43,38,30,7,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Target.java277,233,169,63,30,0,14,35,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\TargetPS.java212,163,113,52,38,0,11,26,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Throw.java98,79,65,13,15,0,4,38,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Unequip.java49,44,33,9,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Use.java153,136,71,25,12,3,5,15,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\Walk.java157,145,105,32,9,0,3,12,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Bird.java142,122,91,28,20,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Cat.java63,48,33,14,15,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Charm.java55,46,36,9,9,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Dragon.java142,130,102,24,10,0,2,7,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\DrakeSoul.java117,98,72,22,19,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Egg.java102,89,68,20,12,0,1,1,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeBird.java20,15,10,4,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeCat.java24,18,12,5,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeDragon.java20,15,10,4,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeEagle.java20,15,10,4,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeTiger.java24,18,12,5,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeTortoise.java24,18,12,5,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\InvokeTurtle.java24,18,12,5,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\SummonSkill.java45,39,32,5,6,1,0,6,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Tame.java54,45,35,9,9,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\invoker\Turtle.java33,27,21,4,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\knight\Defend.java42,33,24,8,9,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\BearMorph.java53,40,28,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\BeastMorph.java52,40,28,11,12,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\ClawAssault.java64,48,33,13,16,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\ClawSwipe.java139,121,90,25,15,0,3,8,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\DemonMorph.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\EnergyScythe.java133,117,88,22,13,0,3,8,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\LupineMorph.java52,40,28,11,12,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\PowerBlow.java29,24,19,3,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\PowerBlow2.java29,24,19,3,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\PowerBlow3.java29,24,19,3,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\manbeast\WereWolfMorph.java53,40,28,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\Dash.java50,40,30,8,7,0,3,11,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\MonsterCharge.java99,87,67,19,12,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\MonsterMissile.java177,154,121,37,13,0,10,43,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\MonsterWalk.java143,128,93,34,10,0,5,17,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\SummonMonster.java43,37,30,3,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\Swim.java47,40,30,8,6,0,1,8,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\Materialize.java26,22,19,1,3,0,1,4,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\MummyStrangle.java17,14,11,1,3,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\MummyTeleport.java26,23,19,3,3,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\ShadowApocalypse.java46,40,31,6,5,0,1,6,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\ShadowExtinction.java57,51,40,8,5,0,1,6,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\ShadowFlare.java74,65,54,8,8,0,1,2,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\SickleAI.java53,44,32,10,9,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\SummonSnakes.java38,33,26,4,5,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\UnleashSickles.java33,29,23,3,4,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\monster\boss\Vanish.java22,18,15,1,3,0,1,4,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\npc\PeaceWalk.java39,33,22,9,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\prelude\KillChris.java34,26,22,2,8,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\BallOfDestruction.java170,149,106,37,13,0,8,43,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\BatMorph.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\BatMorph2.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\BloodThirst.java27,21,16,3,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\Fireball.java60,45,31,13,15,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\FlamesShoot.java66,48,33,14,18,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\HellFire.java66,48,33,14,18,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\MinorJinx.java38,32,25,6,6,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\MystMorph.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\MystMorph2.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\ShadeTeleport.java72,60,45,10,11,0,1,6,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\SoulsStrike.java42,35,27,6,7,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\SoulSteal.java82,62,44,16,19,0,1,10,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\SoulStealOld.java89,78,57,14,11,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\SummonSpirit.java66,52,38,13,14,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\Teleport.java72,60,45,10,11,0,1,6,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\WolfMorph.java54,41,29,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\renegade\WolfMorph2.java53,40,28,11,13,0,0,0,0,0
C:\Slash\Proyectos\CastlevaniaRL\src\crl\action\vanquisher\ChargeBall.java59,45,31,13,14,0,0,0,0,0
